audio_file,text,full_audio_path,translated_text
2277-149897-0014,ALL THE TIME HIS THOUGHTS WOULD RUN OUT TO HIS HOME AND SEE THE SCENE BEING THEREIN ENACTED,/content/audios/2277-149897-0014.flac," All the time, his thoughts would run out to his home and see the scene being there in enacted."
2277-149897-0015,IN ABOUT AN HOUR AND THREE QUARTERS THE BOY RETURNED,/content/audios/2277-149897-0015.flac," In about an hour and three quarters, the boy returned."
2277-149897-0016,HE FANCIED AS HE SAT AT HIS DESK THAT NOTHING WOULD BE DONE FOR A WEEK OR TWO MEANWHILE HE WOULD HAVE TIME TO THINK,/content/audios/2277-149897-0016.flac," He'd fancy, as he sat at his desk, that nothing would be done for a week or two. Meanwhile, he would have time to think."
2277-149897-0017,HOW ABOUT THAT NOW HIS PAIN AT HER FAILURE TO MEET OR WRITE HIM RAPIDLY INCREASED AS HE DEVOTED HIMSELF TO THIS SUBJECT,/content/audios/2277-149897-0017.flac, How about that now? His pain at her failure to meet or write him rapidly increased as he devoted himself to the subject.
2277-149897-0018,HE DECIDED TO WRITE HER CARE OF THE WEST SIDE POST OFFICE AND ASK FOR AN EXPLANATION AS WELL AS TO HAVE HER MEET HIM,/content/audios/2277-149897-0018.flac," He decided to write her care of the West Side Post Office and ask for an explanation, as well as to have her meet him."
2277-149897-0019,THREE O'CLOCK CAME FOUR FIVE SIX AND NO LETTER,/content/audios/2277-149897-0019.flac," 3 o'clock came, 4, 5, 6 and no letter."
2277-149897-0020,THE HELPLESS MANAGER PACED THE FLOOR AND GRIMLY ENDURED THE GLOOM OF DEFEAT,/content/audios/2277-149897-0020.flac, The helpless manager paced the floor and grimly endured the gloom of defeat.
2277-149897-0021,HE SAW A BUSY SATURDAY USHERED OUT THE SABBATH IN AND NOTHING DONE,/content/audios/2277-149897-0021.flac," He saw a busy Saturday ushered out, the Sabbath in, and nothing done."
2277-149897-0022,ALL DAY THE BAR BEING CLOSED HE BROODED ALONE SHUT OUT FROM HOME FROM THE EXCITEMENT OF HIS RESORT FROM CARRIE AND WITHOUT THE ABILITY TO ALTER HIS CONDITION ONE IOTA,/content/audios/2277-149897-0022.flac," All day, the bar being closed, Hebrew did alone. Shut out from home, from the excitement of his resort, from Carrie, and without the ability to alter his condition, one Iota."
2277-149897-0023,IT WAS THE WORST SUNDAY HE HAD SPENT IN HIS LIFE,/content/audios/2277-149897-0023.flac, It was the worst Sunday he had spent in his life.
2277-149897-0024,IT SEEMED AS IF HIS FAMILY TROUBLES WERE JUST BEGINNING,/content/audios/2277-149897-0024.flac, It seemed as if his family troubles were just beginning.
2277-149897-0025,HE WAS QUITE CERTAIN NOW THAT SHE KNEW HE WAS MARRIED AND WAS ANGERED AT HIS PERFIDY,/content/audios/2277-149897-0025.flac, He was quite certain now that she knew he was married and was angered at his perfidy.
2277-149897-0026,HE HAD LOVED HER EARNESTLY ENOUGH BUT NOW THAT THE POSSIBILITY OF LOSING HER STARED HIM IN THE FACE SHE SEEMED MUCH MORE ATTRACTIVE,/content/audios/2277-149897-0026.flac," He had loved her earnestly enough, but now that the possibility of losing her has stared him in the face, she seemed much more attractive."
2277-149897-0027,HE WOULD GO TO HER AND TELL HER ALL HIS FAMILY COMPLICATIONS,/content/audios/2277-149897-0027.flac, He would go to her and tell her all his family complications.
2277-149897-0028,HE WOULD EXPLAIN TO HER JUST WHERE HE STOOD AND HOW MUCH HE NEEDED HER,/content/audios/2277-149897-0028.flac, He would explain to her just where he stood and how much he needed her.
2277-149897-0029,HE DID MANAGE TO BRING HIMSELF INTO THE MOOD TO GO OUT TO CARRIE BUT WHEN HE GOT IN OGDEN PLACE HE THOUGHT HE SAW A MAN WATCHING HIM AND WENT AWAY,/content/audios/2277-149897-0029.flac," He did manage to bring himself into the mood to go out to carry. But when he got in Ogden Place, he thought he saw a man watching him and went away."
2277-149897-0030,HE DID NOT GO WITHIN A BLOCK OF THE HOUSE,/content/audios/2277-149897-0030.flac, He did not go within a block of the house.
2277-149897-0031,HE TROUBLED OVER MANY LITTLE DETAILS AND TALKED PERFUNCTORILY TO EVERYBODY,/content/audios/2277-149897-0031.flac, He traveled over many little details and talked profanctorally to everybody.
2277-149897-0032,HE STAYED AT HIS DESK LONG AFTER ALL OTHERS HAD GONE AND ONLY QUITTED IT WHEN THE NIGHT WATCHMAN ON HIS ROUND PULLED AT THE FRONT DOOR TO SEE IF IT WAS SAFELY LOCKED,/content/audios/2277-149897-0032.flac," He stayed at his desk long after all others had gone, and only quitted it when the night watchman on his round pulled at the front door to see if it was safely locked."
2277-149897-0033,ON WEDNESDAY HE RECEIVED ANOTHER POLITE NOTE FROM MC GREGOR JAMES AND HAY IT READ,/content/audios/2277-149897-0033.flac," On Wednesday, he received another polite note from McGregor James and Hay. It read."
2277-149897-0034,DEAR SIR WE BEG TO INFORM YOU THAT WE ARE INSTRUCTED TO WAIT UNTIL TO MORROW THURSDAY AT ONE O'CLOCK BEFORE FILING SUIT AGAINST YOU ON BEHALF OF MISSUS JULIA HURSTWOOD FOR DIVORCE AND ALIMONY,/content/audios/2277-149897-0034.flac," Dear Sir, we beg to inform you that we are instructed to wait until tomorrow, Thursday, at 1 o'clock, before filing suit against you, on behalf of Mrs. Julia Hearstwood, for divorce and alimony."
2277-149897-0035,VERY TRULY YOURS ET CETERA COMPROMISE,/content/audios/2277-149897-0035.flac," very truly yours, etc. Compromise"
2277-149897-0036,SO HERE IT WAS SPREAD OUT CLEAR BEFORE HIM AND NOW HE KNEW WHAT TO EXPECT,/content/audios/2277-149897-0036.flac," So here it was, spread out clear before him, and now he knew what to expect."
2277-149897-0037,IF HE DIDN'T GO AND SEE THEM THEY WOULD SUE HIM PROMPTLY,/content/audios/2277-149897-0037.flac," If he didn't go and see them, they would sue him promptly."
2412-153947-0000,PREFACE TO SECOND EDITION,/content/audios/2412-153947-0000.flac, Preface to the second edition.
2412-153947-0001,THIS IS A MISTAKE THOUGH A PERFECTLY NATURAL ONE,/content/audios/2412-153947-0001.flac," This is a mistake, though, a perfectly natural one."
2412-153947-0002,ON MY RETURN I PURPOSELY AVOIDED LOOKING INTO IT UNTIL I HAD SENT BACK MY LAST REVISES TO THE PRINTER,/content/audios/2412-153947-0002.flac," On my return, I purposely avoided looking into it until I had sent back my last revises to the printer."
2412-153947-0003,THEN I HAD MUCH PLEASURE IN READING IT BUT WAS INDEED SURPRISED AT THE MANY LITTLE POINTS OF SIMILARITY BETWEEN THE TWO BOOKS IN SPITE OF THEIR ENTIRE INDEPENDENCE TO ONE ANOTHER,/content/audios/2412-153947-0003.flac," Then I had much pleasure in reading it, but was indeed surprised that the many little points of similarity between the two books, in spite of their entire independence to one another."
2412-153947-0004,I REGRET THAT REVIEWERS HAVE IN SOME CASES BEEN INCLINED TO TREAT THE CHAPTERS ON MACHINES AS AN ATTEMPT TO REDUCE MISTER DARWIN'S THEORY TO AN ABSURDITY,/content/audios/2412-153947-0004.flac," I regret that reviewers have, in some cases, been inclined to treat the chapters on machines as an attempt to reduce Mr. Darwin's theory to an absurdity."
2412-153947-0005,I AM SURPRISED HOWEVER THAT THE BOOK AT WHICH SUCH AN EXAMPLE OF THE SPECIOUS MISUSE OF ANALOGY WOULD SEEM MOST NATURALLY LEVELLED SHOULD HAVE OCCURRED TO NO REVIEWER NEITHER SHALL I MENTION THE NAME OF THE BOOK HERE THOUGH I SHOULD FANCY THAT THE HINT GIVEN WILL SUFFICE,/content/audios/2412-153947-0005.flac," I am surprised, however, that the book at which such an example of the species misuse of analogy would seem most naturally leveled should have occurred to no reviewer, neither shall I mention the name of the book here, though I should fancy that the hint given will suffice."
2412-153947-0006,BUT THIS HAD AN EFFECT OF WHICH I HAVE LITTLE REASON TO COMPLAIN FOR I WAS ALLOWED ALMOST TO CALL THEM LIFE LONG SELF DECEIVERS TO THEIR FACES AND THEY SAID IT WAS QUITE TRUE BUT THAT IT DID NOT MATTER,/content/audios/2412-153947-0006.flac," But this had an effect of which I have little reason to complain for I was allowed almost to call them lifelong self-dosevers to their faces. And they said it was quite true, but that it did not matter."
2412-153947-0007,I MUST NOT CONCLUDE WITHOUT EXPRESSING MY MOST SINCERE THANKS TO MY CRITICS AND TO THE PUBLIC FOR THE LENIENCY AND CONSIDERATION WITH WHICH THEY HAVE TREATED MY ADVENTURES,/content/audios/2412-153947-0007.flac, I must not conclude without expressing my most sincere thanks to my critics and to the public for the leniency and consideration with which they have treated my adventures.
2412-153947-0008,IT WAS WRITTEN IN THE UPPER RANGITATA DISTRICT OF THE CANTERBURY PROVINCE AS IT THEN WAS OF NEW ZEALAND AND APPEARED AT CHRISTCHURCH IN THE PRESS NEWSPAPER JUNE THIRTEENTH EIGHTEEN SIXTY THREE,/content/audios/2412-153947-0008.flac," It was written in the Upper Rangatata District of the Canabary Province as it then was of New Zealand, an appeared at Christchurch in the Press newspaper, June 13, 1863."
2412-153947-0009,I ALSO WROTE ABOUT THIS TIME THE SUBSTANCE OF WHAT ULTIMATELY BECAME THE MUSICAL BANKS AND THE TRIAL OF A MAN FOR BEING IN A CONSUMPTION,/content/audios/2412-153947-0009.flac," I also wrote about this time the substance of what ultimately became the musical banks, and the trial of a man for being in a consumption."
2412-153947-0010,I SEE FROM MY SECOND PREFACE THAT I TOOK THE BOOK TO MESSRS CHAPMAN AND HALL MAY FIRST EIGHTEEN SEVENTY ONE AND ON THEIR REJECTION OF IT UNDER THE ADVICE OF ONE WHO HAS ATTAINED THE HIGHEST RANK AMONG LIVING WRITERS I LET IT SLEEP TILL I TOOK IT TO MISTER TRUBNER EARLY IN EIGHTEEN SEVENTY TWO,/content/audios/2412-153947-0010.flac," I see for my second preface that I took the book to Miss Eur's Chapman and Hall, May 1, 1871, and on their rejection of it under the advice of one who has attained the highest rank among living writers, I let it sleep till I took it to Mr. Trubner early in 1872."
2412-153947-0011,I ATTRIBUTE ITS UNLOOKED FOR SUCCESS MAINLY TO TWO EARLY FAVOURABLE REVIEWS THE FIRST IN THE PALL MALL GAZETTE OF APRIL TWELFTH AND THE SECOND IN THE SPECTATOR OF APRIL TWENTIETH,/content/audios/2412-153947-0011.flac," I attribute its unlooked for success mainly to two early favorable reviews. The first in the Palmol Gazette of April 12th, and the second in the spectator of April 20th."
2412-153947-0012,THERE WAS ALSO ANOTHER CAUSE,/content/audios/2412-153947-0012.flac, There was also another cause.
2412-153947-0013,THE FIRST EDITION OF EREWHON SOLD IN ABOUT THREE WEEKS I HAD NOT TAKEN MOULDS AND AS THE DEMAND WAS STRONG IT WAS SET UP AGAIN IMMEDIATELY,/content/audios/2412-153947-0013.flac, The first edition of Iruon sold in about three weeks. I had not taken molds and as the demand was strong it was set up again immediately.
2412-153947-0014,I MADE A FEW FURTHER VERY TRIFLING ALTERATIONS BEFORE MOULDS WERE TAKEN BUT SINCE THE SUMMER OF EIGHTEEN SEVENTY TWO AS NEW EDITIONS WERE FROM TIME TO TIME WANTED THEY HAVE BEEN PRINTED FROM STEREOS THEN MADE,/content/audios/2412-153947-0014.flac," I made a few further very trifling alterations before molds were taken, but since the summer of 1872. As new additions were from time to time wanted, they had been printed from stereos then made."
2412-153947-0015,I AM STILL FAIRLY WELL SATISFIED WITH THOSE PARTS OF EREWHON THAT WERE REPEATEDLY REWRITTEN BUT FROM THOSE THAT HAD ONLY A SINGLE WRITING I WOULD GLADLY CUT OUT SOME FORTY OR FIFTY PAGES IF I COULD,/content/audios/2412-153947-0015.flac," I am still fairly well satisfied with those parts of Eroan that were repeatedly rewritten, but from those that had only a single writing, I would gladly cut out some 40 or 50 pages if I could."
2412-153947-0016,THIS HOWEVER MAY NOT BE FOR THE COPYRIGHT WILL PROBABLY EXPIRE IN A LITTLE OVER TWELVE YEARS,/content/audios/2412-153947-0016.flac," This, however, may not be, for the copyright will probably expire in a little over 12 years."
2412-153948-0000,IF THE READER WILL EXCUSE ME I WILL SAY NOTHING OF MY ANTECEDENTS NOR OF THE CIRCUMSTANCES WHICH LED ME TO LEAVE MY NATIVE COUNTRY THE NARRATIVE WOULD BE TEDIOUS TO HIM AND PAINFUL TO MYSELF,/content/audios/2412-153948-0000.flac," If the reader will excuse me, I will say nothing of my antecedents, nor of the circumstances which led me to leave my native country. The narrative would be tedious to him and painful to myself."
2412-153948-0001,IT WILL BE SEEN THAT I DID NOT SUCCEED IN MY DESIGN AND THAT HOWEVER MUCH I MAY HAVE MET WITH THAT WAS NEW AND STRANGE I HAVE BEEN UNABLE TO REAP ANY PECUNIARY ADVANTAGE,/content/audios/2412-153948-0001.flac," It will be seen that I did not succeed in my design, and that however much I may have met with that was new and strange. I have been unable to reap any pecuniary advantage."
2412-153948-0002,NO ONE WHO IS HIMSELF HONEST WILL DOUBT MY BEING SO,/content/audios/2412-153948-0002.flac, No one who is himself honest will doubt my being so.
2412-153948-0003,I REACHED MY DESTINATION IN ONE OF THE LAST MONTHS OF EIGHTEEN SIXTY EIGHT BUT I DARE NOT MENTION THE SEASON LEST THE READER SHOULD GATHER IN WHICH HEMISPHERE I WAS,/content/audios/2412-153948-0003.flac," I reached my destination in one of the last months of 1868, but I dare not mention the season, lest the reader should gather in which hemisphere I was."
2412-153948-0004,SHEEP AND CATTLE WERE INTRODUCED AND BRED WITH EXTREME RAPIDITY MEN TOOK UP THEIR FIFTY THOUSAND OR ONE HUNDRED THOUSAND ACRES OF COUNTRY GOING INLAND ONE BEHIND THE OTHER TILL IN A FEW YEARS THERE WAS NOT AN ACRE BETWEEN THE SEA AND THE FRONT RANGES WHICH WAS NOT TAKEN UP AND STATIONS EITHER FOR SHEEP OR CATTLE WERE SPOTTED ABOUT AT INTERVALS OF SOME TWENTY OR THIRTY MILES OVER THE WHOLE COUNTRY,/content/audios/2412-153948-0004.flac," Sheep and cattle were introduced and bred with extreme rapidity. Men took up their 50,000 or 100,000 acres of country, going inland one behind the other. Till in a few years there was not an acre between the sea and the front ranges which was not taken up. And stations either for sheep or cattle were spotted, about an intervals of some 20 or 30 miles over the whole country."
2412-153948-0005,I WAS DELIGHTED WITH THE COUNTRY AND THE MANNER OF LIFE,/content/audios/2412-153948-0005.flac, I was delighted with the country and the manner of life.
2412-153948-0006,I WAS TO SEE THE SHEEP NOT NECESSARILY CLOSE AT HAND NOR TO GET THEM IN A SINGLE MOB BUT TO SEE ENOUGH OF THEM HERE AND THERE TO FEEL EASY THAT NOTHING HAD GONE WRONG THIS WAS NO DIFFICULT MATTER FOR THERE WERE NOT ABOVE EIGHT HUNDRED OF THEM AND BEING ALL BREEDING EWES THEY WERE PRETTY QUIET,/content/audios/2412-153948-0006.flac," I was to see the sheep not necessarily close at hand, or to get them in a single mob, but to see enough of them here and there to feel easy that nothing had gone wrong. This was no difficult matter, for there were not above 800 of them, and being all breeding use, they were pretty quiet."
2412-153948-0007,THERE WERE A GOOD MANY SHEEP WHICH I KNEW AS TWO OR THREE BLACK EWES AND A BLACK LAMB OR TWO AND SEVERAL OTHERS WHICH HAD SOME DISTINGUISHING MARK WHEREBY I COULD TELL THEM,/content/audios/2412-153948-0007.flac," There were good many sheep which I knew as two or three black use and a black lamb or two, and several others which had some distinguishing mark whereby I could tell them."
2412-153948-0008,IT IS SURPRISING HOW SOON THE EYE BECOMES ACCUSTOMED TO MISSING TWENTY SHEEP OUT OF TWO OR THREE HUNDRED,/content/audios/2412-153948-0008.flac, It is surprising how soon the eye becomes accustomed to missing 20 sheep out of two or three hundred.
2412-153948-0009,IT WAS A MONOTONOUS LIFE BUT IT WAS VERY HEALTHY AND ONE DOES NOT MUCH MIND ANYTHING WHEN ONE IS WELL,/content/audios/2412-153948-0009.flac," It was a monotonous life, but it was very healthy, and one does not much mind anything one won as well."
2412-153948-0010,THE COUNTRY WAS THE GRANDEST THAT CAN BE IMAGINED,/content/audios/2412-153948-0010.flac, The country was the grandest that can be imagined.
2412-153948-0011,SO LONELY AND SO SOLEMN WITH THE SAD GREY CLOUDS ABOVE AND NO SOUND SAVE A LOST LAMB BLEATING UPON THE MOUNTAIN SIDE AS THOUGH ITS LITTLE HEART WERE BREAKING,/content/audios/2412-153948-0011.flac," So lonely and so solemn, with the sad grey clouds above, and no sound save a lost lamb bleeding upon them outside, as though it's a little heart we're breaking."
2412-153948-0012,EACH MUST CRY LOUDER AND WANDER FARTHER YET MAY LUCK BE WITH THEM BOTH THAT THEY MAY FIND THEIR OWN AT NIGHTFALL,/content/audios/2412-153948-0012.flac, Each must cry louder and wander farther yet. May luck be with them both that they may find their own at nightfall.
